#Cumulative fatalities by age from Mumbai’s full Dashboards. Some missing data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://stopcoronavirus.mcgm.gov.in/assets/docs/Dashboard.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulletin date,notes,0-10 yrs,10-20 yrs,20-30 yrs,30-40 yrs,40-50 yrs,50-60 yrs,60-70 yrs,70-80 yrs,80-90 yrs,>90 yrs,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/20,,1,3,17,70,229,430,421,187,50,9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
05/06/20,,1,3,20,74,238,439,436,191,53,10,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
06/06/20,,2,3,20,75,240,456,449,201,61,11,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
07/06/20,,2,3,22,80,252,473,460,209,63,11,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
08/06/20,,2,3,23,82,266,489,474,220,66,11,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
09/06/20,,2,4,24,83,274,504,495,233,69,12,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
10/06/20,,2,4,24,85,281,523,514,243,70,12,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/06/20,,2,4,25,87,294,538,540,257,75,13,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12/06/20,,2,4,26,95,301,569,566,271,85,15,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
13/06/20,,2,5,26,102,319,593,595,288,96,16,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
14/06/20,,2,5,27,109,323,610,620,296,103,16,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
15/06/20,,2,5,27,111,329,634,644,310,111,17,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
16/06/20,,2,5,29,112,335,652,664,319,113,17,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
17/06/20,,2,5,29,112,335,652,664,319,113,17,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
18/06/20,Major reconciliation,3,11,47,156,456,931,932,493,180,23,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
19/06/20,,4,12,46,160,458,941,925,498,184,23,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
20/06/20,,4,12,46,160,458,941,925,498,184,23,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
21/06/20,,4,13,49,169,483,985,1012,539,200,24,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
22/06/20,,4,13,50,174,492,1017,1041,565,207,25,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
23/06/20,,6,13,50,175,501,1036,1059,574,215,25,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
24/06/20,,6,14,52,178,508,1065,1094,594,224,26,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
25/06/20,,6,14,56,184,535,1108,1157,627,245,26,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
26/06/20,,7,14,58,188,542,1133,1189,645,252,28,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
27/06/20,,7,14,60,193,551,1160,1221,676,260,31,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
28/06/20,,7,14,62,195,565,1187,1255,691,271,31,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
29/06/20,,7,14,62,201,577,1204,1275,713,279,33,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
30/06/20,,7,17,68,207,585,1221,1301,736,282,33,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
01/07/20,,7,17,70,214,597,1245,1325,758,284,33,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
02/07/20,,7,18,72,216,607,1265,1345,772,288,35,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
03/07/20,,7,18,72,220,609,1279,1360,786,296,35,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
04/07/20,,8,18,72,223,621,1294,1381,798,305,35,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
05/07/20,,8,18,74,224,630,1307,1399,816,312,35,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
06/07/20,,8,18,75,227,633,1324,1417,836,319,35,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
07/07/20,,8,18,76,229,637,1334,1425,845,324,36,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
08/07/20,,8,18,77,232,641,1345,1442,863,333,36,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
09/07/20,,8,18,79,235,645,1357,1460,881,341,37,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
10/07/20,,8,18,81,236,649,1373,1480,899,347,38,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/07/20,,8,18,81,238,653,1382,1505,923,356,38,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12/07/20,,8,18,81,241,656,1389,1517,928,365,38,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
13/07/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
14/07/20,,9,18,84,246,662,1403,1544,951,376,39,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
15/07/20,,9,18,85,247,667,1420,1565,967,384,40,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
16/07/20,,9,18,86,248,673,1432,1582,980,396,40,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
17/07/20,,9,20,86,251,676,1444,1602,987,405,40,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
18/07/20,,10,20,86,251,682,1462,1623,997,411,40,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
19/07/20,,10,20,88,253,687,1475,1643,1010,420,41,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
20/07/20,,10,20,89,256,691,1493,1655,1026,428,43,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
21/07/20,,10,21,90,257,694,1499,1667,1037,434,43,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
22/07/20,,10,21,91,258,699,1513,1683,1053,443,43,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
23/07/20,,10,21,92,262,702,1521,1698,1070,453,43,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
24/07/20,,10,21,93,265,707,1531,1710,1087,459,44,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
25/07/20,,11,21,94,269,707,1538,1727,1101,469,44,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
26/07/20,,11,21,94,272,710,1550,1741,1114,475,45,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
27/07/20,,11,22,95,275,713,1564,1758,1123,482,47,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
28/07/20,,11,22,95,276,716,1571,1772,1135,484,47,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
29/07/20,,11,22,95,278,721,1582,1788,1146,494,47,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
30/07/20,,11,22,96,279,723,1590,1805,1167,504,47,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
31/07/20,,11,22,97,279,727,1606,1817,1180,510,48,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
01/08/20,,11,23,98,280,727,1615,1834,1196,518,48,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
02/08/20,,11,23,98,280,730,1623,1843,1215,524,48,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
03/08/20,,11,23,98,281,733,1634,1857,1226,531,50,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
04/08/20,,11,23,100,281,736,1641,1874,1237,536,51,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
05/08/20,,11,24,100,281,739,1649,1889,1255,547,51,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
06/08/20,,11,24,100,281,745,1660,1897,1267,552,51,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
07/08/20,,11,24,100,283,753,1672,1914,1278,558,52,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
08/08/20,,11,24,101,284,757,1677,1929,1291,562,54,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
09/08/20,,11,25,100,285,760,1683,1947,1312,569,56,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
10/08/20,,11,25,101,285,763,1689,1966,1323,576,57,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
11/08/20,,11,25,102,287,767,1696,1977,1339,580,58,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
12/08/20,,11,25,102,290,769,1714,1987,1348,585,59,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
13/08/20,,12,25,102,291,773,1728,1999,1362,589,59,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
14/08/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
15/08/20,,12,25,104,292,779,1742,2027,1391,602,61,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
16/08/20,,12,25,104,293,782,1750,2044,1401,609,63,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
17/08/20,,12,25,104,294,786,1757,2053,1416,619,64,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
18/08/20,,12,25,105,295,790,1765,2062,1427,623,66,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
19/08/20,,12,25,105,296,796,1776,2071,1438,634,66,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
20/08/20,,12,25,106,296,801,1784,2085,1448,639,69,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
21/08/20,,12,25,106,296,807,1794,2097,1460,645,69,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
22/08/20,,12,25,106,298,809,1801,2106,1474,652,70,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
23/08/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
24/08/20,,12,25,106,298,812,1813,2122,1496,664,71,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
25/08/20,,12,25,106,299,813,1818,2129,1499,667,71,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
26/08/20,,12,25,106,299,814,1823,2137,1513,673,72,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
27/08/20,,12,25,106,299,816,1826,2144,1522,680,72,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
28/08/20,,12,25,106,299,818,1832,2152,1534,683,72,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
29/08/20,,12,25,106,299,821,1836,2161,1541,688,73,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
30/08/20,,12,25,106,300,822,1847,2164,1551,692,74,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
31/08/20,,12,25,106,300,823,1853,2170,1561,698,75,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
01/09/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
02/09/20,,12,25,109,300,824,1866,2191,1580,705,78,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
03/09/20,,12,25,109,300,824,1873,2200,1592,711,78,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
04/09/20,,12,25,109,300,826,1880,2211,1605,715,78,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
05/09/20,,12,25,109,300,827,1888,2221,1617,719,78,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
06/09/20,,12,25,109,302,831,1893,2229,1625,724,79,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
07/09/20,,12,25,109,302,831,1903,2237,1641,727,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/20,,12,26,109,303,833,1909,2246,1648,732,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/09/20,,12,26,109,303,838,1917,2255,1662,738,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/20,,12,26,109,303,843,1925,2266,1673,743,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/20,,12,26,109,303,844,1933,2276,1686,749,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/20,,13,26,110,304,845,1939,2286,1702,755,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/09/20,,13,26,110,305,850,1951,2298,1710,759,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/20,,13,26,110,305,852,1956,2311,1724,765,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/20,,13,27,112,305,853,1959,2327,1731,766,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/20,,13,27,112,305,853,1959,2327,1731,766,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/20,,13,27,113,307,860,1976,2348,1766,779,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/20,,13,28,114,307,863,1985,2362,1774,785,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/20,,13,28,114,308,867,1991,2384,1785,793,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/09/20,,13,28,114,308,870,1995,2402,1797,803,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/20,>90 merged,14,28,114,308,875,2001,2418,1807,809,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/20,,14,28,114,308,878,2009,2431,1816,812,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/20,,14,28,116,308,881,2018,2446,1829,816,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/20,,14,28,116,308,886,2024,2455,1848,828,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/20,,14,28,116,309,891,2027,2469,1865,838,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/20,,14,28,116,309,891,2027,2469,1865,838,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/20,,14,28,116,311,906,2045,2493,1886,847,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/09/20,,14,28,116,312,907,2052,2502,1899,859,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/20,,14,28,116,313,909,2058,2518,1910,863,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/20,,14,28,116,314,912,2068,2532,1922,869,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/20,,14,28,117,315,915,2085,2566,1945,876,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/20,,14,28,117,315,920,2090,2579,1958,882,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/10/20,,14,28,117,315,923,2095,2592,1977,888,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/20,,14,28,118,316,923,2104,2605,1994,893,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/20,,14,28,118,317,923,2110,2623,2010,899,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/10/20,,14,28,119,317,928,2112,2631,2033,907,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/20,,14,28,119,318,933,2123,2641,2046,912,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/10/20,,14,28,119,318,937,2128,2655,2062,921,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/20,,14,28,119,320,938,2140,2669,2074,927,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/20,,14,29,119,320,942,2152,2680,2088,932,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/20,,14,29,119,322,942,2161,2696,2098,936,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/20,,14,30,119,322,943,2166,2709,2104,944,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/20,,14,30,119,322,945,2173,2717,2119,949,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/20,,14,30,119,323,946,2183,2729,2134,957,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/20,,14,30,119,324,949,2189,2745,2147,963,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/20,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/10/20,,14,30,119,325,952,2202,2775,2173,973,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/20,,14,30,119,325,953,2217,2789,2181,982,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/20,,14,31,119,327,955,2224,2803,2193,988,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/20,,14,31,119,328,959,2230,2812,2209,996,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/20,,14,31,119,329,960,2238,2829,2221,1005,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/20,,14,31,119,333,963,2244,2841,2236,1011,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/20,,14,31,119,335,967,2251,2855,2250,1018,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/10/20,,14,31,119,336,967,2258,2870,2266,1028,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/20,,14,31,119,336,973,2267,2882,2278,1033,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/20,,14,31,119,336,976,2274,2889,2293,1038,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/20,,15,31,119,336,978,2279,2894,2301,1040,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/20,,15,31,119,336,978,2282,2909,2309,1045,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/20,,15,31,119,337,980,2287,2919,2317,1050,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/20,,15,31,119,339,983,2291,2927,2327,1055,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/20,,15,31,119,340,987,2296,2933,2336,1061,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/20,,15,31,119,340,992,2297,2939,2343,1066,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/20,,15,31,119,340,994,2303,2948,2350,1070,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/20,,15,31,119,340,996,2306,2953,2354,1071,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/20,,16,31,119,341,997,2309,2960,2365,1075,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/20,,16,31,119,342,997,2311,2967,2374,1081,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/11/20,,16,31,119,342,998,2314,2972,2381,1086,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/20,,16,31,119,343,998,2318,2978,2390,1089,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/11/20,,16,31,119,343,998,2322,2985,2397,1093,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/20,,16,31,119,344,999,2326,2988,2404,1096,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/20,,16,31,119,344,1002,2328,2995,2409,1097,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/20,,16,31,119,344,1003,2332,3001,2415,1102,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/20,,16,31,120,344,1008,2333,3004,2420,1106,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/20,,16,31,120,344,1009,2337,3011,2423,1108,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/11/20,,16,31,120,345,1013,2341,3011,2427,1110,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/20,,16,31,120,345,1013,2343,3015,2432,1113,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/20,,16,31,120,346,1014,2345,3019,2434,1115,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/20,,16,31,120,346,1015,2345,3023,2441,1117,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/20,,16,31,120,346,1016,2349,3027,2445,1120,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/20,,16,31,120,346,1016,2349,3034,2449,1121,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/20,,16,31,120,346,1017,2351,3036,2453,1125,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/20,,16,31,120,346,1019,2354,3042,2458,1126,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/20,,17,31,120,347,1020,2355,3046,2464,1131,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/20,,17,31,120,347,1021,2356,3055,2465,1133,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/20,,17,31,121,347,1021,2361,3060,2470,1136,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/20,,17,31,121,347,1021,2361,3063,2477,1141,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/20,,17,31,121,347,1021,2365,3069,2479,1145,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
